iphi,phi min,phi max,ieta,eta min,eta max
197,4.736933,4.761477,86,0.915759,0.937848
197,4.736933,4.761477,87,0.937848,0.959937
196,4.712389,4.736933,86,0.915759,0.937848
196,4.712389,4.736933,87,0.937848,0.959937
197,4.736933,4.761477,84,0.870859,0.893150
197,4.736933,4.761477,85,0.893150,0.915440
196,4.712389,4.736933,84,0.870859,0.893150
196,4.712389,4.736933,85,0.893150,0.915440
197,4.736933,4.761477,82,0.825555,0.848046
197,4.736933,4.761477,83,0.848046,0.870537
196,4.712389,4.736933,82,0.825555,0.848046
196,4.712389,4.736933,83,0.848046,0.870537
197,4.736933,4.761477,80,0.779850,0.802541
197,4.736933,4.761477,81,0.802541,0.825231
196,4.712389,4.736933,80,0.779850,0.802541
196,4.712389,4.736933,81,0.802541,0.825231
195,4.687845,4.712389,86,0.915759,0.937848
195,4.687845,4.712389,87,0.937848,0.959937
194,4.663301,4.687845,86,0.915759,0.937848
194,4.663301,4.687845,87,0.937848,0.959937
195,4.687845,4.712389,84,0.870859,0.893150
195,4.687845,4.712389,85,0.893150,0.915440
194,4.663301,4.687845,84,0.870859,0.893150
194,4.663301,4.687845,85,0.893150,0.915440
195,4.687845,4.712389,82,0.825555,0.848046
195,4.687845,4.712389,83,0.848046,0.870537
194,4.663301,4.687845,82,0.825555,0.848046
194,4.663301,4.687845,83,0.848046,0.870537
195,4.687845,4.712389,80,0.779850,0.802541
195,4.687845,4.712389,81,0.802541,0.825231
194,4.663301,4.687845,80,0.779850,0.802541
194,4.663301,4.687845,81,0.802541,0.825231
193,4.638758,4.663301,86,0.915759,0.937848
193,4.638758,4.663301,87,0.937848,0.959937
192,4.614214,4.638758,86,0.915759,0.937848
192,4.614214,4.638758,87,0.937848,0.959937
193,4.638758,4.663301,84,0.870859,0.893150
193,4.638758,4.663301,85,0.893150,0.915440
192,4.614214,4.638758,84,0.870859,0.893150
192,4.614214,4.638758,85,0.893150,0.915440
193,4.638758,4.663301,82,0.825555,0.848046
193,4.638758,4.663301,83,0.848046,0.870537
192,4.614214,4.638758,82,0.825555,0.848046
192,4.614214,4.638758,83,0.848046,0.870537
193,4.638758,4.663301,80,0.779850,0.802541
193,4.638758,4.663301,81,0.802541,0.825231
192,4.614214,4.638758,80,0.779850,0.802541
192,4.614214,4.638758,81,0.802541,0.825231
199,4.786020,4.810564,94,1.091275,1.112542
199,4.786020,4.810564,95,1.112542,1.133810
198,4.761477,4.786020,94,1.091275,1.112542
198,4.761477,4.786020,95,1.112542,1.133810
199,4.786020,4.810564,92,1.048015,1.069490
199,4.786020,4.810564,93,1.069490,1.090965
198,4.761477,4.786020,92,1.048015,1.069490
198,4.761477,4.786020,93,1.069490,1.090965
199,4.786020,4.810564,90,1.004340,1.026021
199,4.786020,4.810564,91,1.026021,1.047703
198,4.761477,4.786020,90,1.004340,1.026021
198,4.761477,4.786020,91,1.026021,1.047703
199,4.786020,4.810564,88,0.960254,0.982140
199,4.786020,4.810564,89,0.982140,1.004026
198,4.761477,4.786020,88,0.960254,0.982140
198,4.761477,4.786020,89,0.982140,1.004026
197,4.736933,4.761477,94,1.091275,1.112542
197,4.736933,4.761477,95,1.112542,1.133810
196,4.712389,4.736933,94,1.091275,1.112542
196,4.712389,4.736933,95,1.112542,1.133810
197,4.736933,4.761477,92,1.048015,1.069490
197,4.736933,4.761477,93,1.069490,1.090965
196,4.712389,4.736933,92,1.048015,1.069490
196,4.712389,4.736933,93,1.069490,1.090965
197,4.736933,4.761477,90,1.004340,1.026021
197,4.736933,4.761477,91,1.026021,1.047703
196,4.712389,4.736933,90,1.004340,1.026021
196,4.712389,4.736933,91,1.026021,1.047703
197,4.736933,4.761477,88,0.960254,0.982140
197,4.736933,4.761477,89,0.982140,1.004026
196,4.712389,4.736933,88,0.960254,0.982140
196,4.712389,4.736933,89,0.982140,1.004026
195,4.687845,4.712389,94,1.091275,1.112542
195,4.687845,4.712389,95,1.112542,1.133810
194,4.663301,4.687845,94,1.091275,1.112542
194,4.663301,4.687845,95,1.112542,1.133810
195,4.687845,4.712389,92,1.048015,1.069490
195,4.687845,4.712389,93,1.069490,1.090965
194,4.663301,4.687845,92,1.048015,1.069490
194,4.663301,4.687845,93,1.069490,1.090965
195,4.687845,4.712389,90,1.004340,1.026021
195,4.687845,4.712389,91,1.026021,1.047703
194,4.663301,4.687845,90,1.004340,1.026021
194,4.663301,4.687845,91,1.026021,1.047703
195,4.687845,4.712389,88,0.960254,0.982140
195,4.687845,4.712389,89,0.982140,1.004026
194,4.663301,4.687845,88,0.960254,0.982140
194,4.663301,4.687845,89,0.982140,1.004026
193,4.638758,4.663301,94,1.091275,1.112542
193,4.638758,4.663301,95,1.112542,1.133810
192,4.614214,4.638758,94,1.091275,1.112542
192,4.614214,4.638758,95,1.112542,1.133810
193,4.638758,4.663301,92,1.048015,1.069490
193,4.638758,4.663301,93,1.069490,1.090965
192,4.614214,4.638758,92,1.048015,1.069490
192,4.614214,4.638758,93,1.069490,1.090965
193,4.638758,4.663301,90,1.004340,1.026021
193,4.638758,4.663301,91,1.026021,1.047703
192,4.614214,4.638758,90,1.004340,1.026021
192,4.614214,4.638758,91,1.026021,1.047703
193,4.638758,4.663301,88,0.960254,0.982140
193,4.638758,4.663301,89,0.982140,1.004026
192,4.614214,4.638758,88,0.960254,0.982140
192,4.614214,4.638758,89,0.982140,1.004026
200,4.810564,4.835107,41,-0.173523,-0.148054
200,4.810564,4.835107,40,-0.198991,-0.173523
201,4.835107,4.859651,41,-0.173523,-0.148054
201,4.835107,4.859651,40,-0.198991,-0.173523
200,4.810564,4.835107,43,-0.123759,-0.099833
200,4.810564,4.835107,42,-0.147685,-0.123759
201,4.835107,4.859651,43,-0.123759,-0.099833
201,4.835107,4.859651,42,-0.147685,-0.123759
200,4.810564,4.835107,45,-0.075416,-0.051375
200,4.810564,4.835107,44,-0.099457,-0.075416
201,4.835107,4.859651,45,-0.075416,-0.051375
201,4.835107,4.859651,44,-0.099457,-0.075416
200,4.810564,4.835107,47,-0.026897,-0.002796
200,4.810564,4.835107,46,-0.050998,-0.026897
201,4.835107,4.859651,47,-0.026897,-0.002796
201,4.835107,4.859651,46,-0.050998,-0.026897
202,4.859651,4.884195,41,-0.173523,-0.148054
202,4.859651,4.884195,40,-0.198991,-0.173523
203,4.884195,4.908739,41,-0.173523,-0.148054
203,4.884195,4.908739,40,-0.198991,-0.173523
202,4.859651,4.884195,43,-0.123759,-0.099833
202,4.859651,4.884195,42,-0.147685,-0.123759
203,4.884195,4.908739,43,-0.123759,-0.099833
203,4.884195,4.908739,42,-0.147685,-0.123759
202,4.859651,4.884195,45,-0.075416,-0.051375
202,4.859651,4.884195,44,-0.099457,-0.075416
203,4.884195,4.908739,45,-0.075416,-0.051375
203,4.884195,4.908739,44,-0.099457,-0.075416
202,4.859651,4.884195,47,-0.026897,-0.002796
202,4.859651,4.884195,46,-0.050998,-0.026897
203,4.884195,4.908739,47,-0.026897,-0.002796
203,4.884195,4.908739,46,-0.050998,-0.026897
204,4.908739,4.933282,41,-0.173523,-0.148054
204,4.908739,4.933282,40,-0.198991,-0.173523
205,4.933282,4.957826,41,-0.173523,-0.148054
205,4.933282,4.957826,40,-0.198991,-0.173523
204,4.908739,4.933282,43,-0.123759,-0.099833
204,4.908739,4.933282,42,-0.147685,-0.123759
205,4.933282,4.957826,43,-0.123759,-0.099833
205,4.933282,4.957826,42,-0.147685,-0.123759
204,4.908739,4.933282,45,-0.075416,-0.051375
204,4.908739,4.933282,44,-0.099457,-0.075416
205,4.933282,4.957826,45,-0.075416,-0.051375
205,4.933282,4.957826,44,-0.099457,-0.075416
204,4.908739,4.933282,47,-0.026897,-0.002796
204,4.908739,4.933282,46,-0.050998,-0.026897
205,4.933282,4.957826,47,-0.026897,-0.002796
205,4.933282,4.957826,46,-0.050998,-0.026897
206,4.957826,4.982369,41,-0.173523,-0.148054
206,4.957826,4.982369,40,-0.198991,-0.173523
207,4.982369,5.006913,41,-0.173523,-0.148054
207,4.982369,5.006913,40,-0.198991,-0.173523
206,4.957826,4.982369,43,-0.123759,-0.099833
206,4.957826,4.982369,42,-0.147685,-0.123759
207,4.982369,5.006913,43,-0.123759,-0.099833
207,4.982369,5.006913,42,-0.147685,-0.123759
206,4.957826,4.982369,45,-0.075416,-0.051375
206,4.957826,4.982369,44,-0.099457,-0.075416
207,4.982369,5.006913,45,-0.075416,-0.051375
207,4.982369,5.006913,44,-0.099457,-0.075416
206,4.957826,4.982369,47,-0.026897,-0.002796
206,4.957826,4.982369,46,-0.050998,-0.026897
207,4.982369,5.006913,47,-0.026897,-0.002796
207,4.982369,5.006913,46,-0.050998,-0.026897
200,4.810564,4.835107,33,-0.374812,-0.350283
200,4.810564,4.835107,32,-0.399340,-0.374812
201,4.835107,4.859651,33,-0.374812,-0.350283
201,4.835107,4.859651,32,-0.399340,-0.374812
200,4.810564,4.835107,35,-0.325188,-0.300437
200,4.810564,4.835107,34,-0.349939,-0.325188
201,4.835107,4.859651,35,-0.325188,-0.300437
201,4.835107,4.859651,34,-0.349939,-0.325188
200,4.810564,4.835107,37,-0.275110,-0.250129
200,4.810564,4.835107,36,-0.300091,-0.275110
201,4.835107,4.859651,37,-0.275110,-0.250129
201,4.835107,4.859651,36,-0.300091,-0.275110
200,4.810564,4.835107,39,-0.224561,-0.199342
200,4.810564,4.835107,38,-0.249781,-0.224561
201,4.835107,4.859651,39,-0.224561,-0.199342
201,4.835107,4.859651,38,-0.249781,-0.224561
202,4.859651,4.884195,33,-0.374812,-0.350283
202,4.859651,4.884195,32,-0.399340,-0.374812
203,4.884195,4.908739,33,-0.374812,-0.350283
203,4.884195,4.908739,32,-0.399340,-0.374812
202,4.859651,4.884195,35,-0.325188,-0.300437
202,4.859651,4.884195,34,-0.349939,-0.325188
203,4.884195,4.908739,35,-0.325188,-0.300437
203,4.884195,4.908739,34,-0.349939,-0.325188
202,4.859651,4.884195,37,-0.275110,-0.250129
202,4.859651,4.884195,36,-0.300091,-0.275110
203,4.884195,4.908739,37,-0.275110,-0.250129
203,4.884195,4.908739,36,-0.300091,-0.275110
202,4.859651,4.884195,39,-0.224561,-0.199342
202,4.859651,4.884195,38,-0.249781,-0.224561
203,4.884195,4.908739,39,-0.224561,-0.199342
203,4.884195,4.908739,38,-0.249781,-0.224561
204,4.908739,4.933282,33,-0.374812,-0.350283
204,4.908739,4.933282,32,-0.399340,-0.374812
205,4.933282,4.957826,33,-0.374812,-0.350283
205,4.933282,4.957826,32,-0.399340,-0.374812
204,4.908739,4.933282,35,-0.325188,-0.300437
204,4.908739,4.933282,34,-0.349939,-0.325188
205,4.933282,4.957826,35,-0.325188,-0.300437
205,4.933282,4.957826,34,-0.349939,-0.325188
204,4.908739,4.933282,37,-0.275110,-0.250129
204,4.908739,4.933282,36,-0.300091,-0.275110
205,4.933282,4.957826,37,-0.275110,-0.250129
205,4.933282,4.957826,36,-0.300091,-0.275110
204,4.908739,4.933282,39,-0.224561,-0.199342
204,4.908739,4.933282,38,-0.249781,-0.224561
205,4.933282,4.957826,39,-0.224561,-0.199342
205,4.933282,4.957826,38,-0.249781,-0.224561
206,4.957826,4.982369,33,-0.374812,-0.350283
206,4.957826,4.982369,32,-0.399340,-0.374812
207,4.982369,5.006913,33,-0.374812,-0.350283
207,4.982369,5.006913,32,-0.399340,-0.374812
206,4.957826,4.982369,35,-0.325188,-0.300437
206,4.957826,4.982369,34,-0.349939,-0.325188
207,4.982369,5.006913,35,-0.325188,-0.300437
207,4.982369,5.006913,34,-0.349939,-0.325188
206,4.957826,4.982369,37,-0.275110,-0.250129
206,4.957826,4.982369,36,-0.300091,-0.275110
207,4.982369,5.006913,37,-0.275110,-0.250129
207,4.982369,5.006913,36,-0.300091,-0.275110
206,4.957826,4.982369,39,-0.224561,-0.199342
206,4.957826,4.982369,38,-0.249781,-0.224561
207,4.982369,5.006913,39,-0.224561,-0.199342
207,4.982369,5.006913,38,-0.249781,-0.224561
200,4.810564,4.835107,25,-0.569000,-0.545310
200,4.810564,4.835107,24,-0.592690,-0.569000
201,4.835107,4.859651,25,-0.569000,-0.545310
201,4.835107,4.859651,24,-0.592690,-0.569000
200,4.810564,4.835107,27,-0.521080,-0.497186
200,4.810564,4.835107,26,-0.544974,-0.521080
201,4.835107,4.859651,27,-0.521080,-0.497186
201,4.835107,4.859651,26,-0.544974,-0.521080
200,4.810564,4.835107,29,-0.472747,-0.448646
200,4.810564,4.835107,28,-0.496848,-0.472747
201,4.835107,4.859651,29,-0.472747,-0.448646
201,4.835107,4.859651,28,-0.496848,-0.472747
200,4.810564,4.835107,31,-0.423994,-0.399682
200,4.810564,4.835107,30,-0.448306,-0.423994
201,4.835107,4.859651,31,-0.423994,-0.399682
201,4.835107,4.859651,30,-0.448306,-0.423994
202,4.859651,4.884195,25,-0.569000,-0.545310
202,4.859651,4.884195,24,-0.592690,-0.569000
203,4.884195,4.908739,25,-0.569000,-0.545310
203,4.884195,4.908739,24,-0.592690,-0.569000
202,4.859651,4.884195,27,-0.521080,-0.497186
202,4.859651,4.884195,26,-0.544974,-0.521080
203,4.884195,4.908739,27,-0.521080,-0.497186
203,4.884195,4.908739,26,-0.544974,-0.521080
202,4.859651,4.884195,29,-0.472747,-0.448646
202,4.859651,4.884195,28,-0.496848,-0.472747
203,4.884195,4.908739,29,-0.472747,-0.448646
203,4.884195,4.908739,28,-0.496848,-0.472747
202,4.859651,4.884195,31,-0.423994,-0.399682
202,4.859651,4.884195,30,-0.448306,-0.423994
203,4.884195,4.908739,31,-0.423994,-0.399682
203,4.884195,4.908739,30,-0.448306,-0.423994
204,4.908739,4.933282,25,-0.569000,-0.545310
204,4.908739,4.933282,24,-0.592690,-0.569000
205,4.933282,4.957826,25,-0.569000,-0.545310
205,4.933282,4.957826,24,-0.592690,-0.569000
204,4.908739,4.933282,27,-0.521080,-0.497186
204,4.908739,4.933282,26,-0.544974,-0.521080
205,4.933282,4.957826,27,-0.521080,-0.497186
205,4.933282,4.957826,26,-0.544974,-0.521080
204,4.908739,4.933282,29,-0.472747,-0.448646
204,4.908739,4.933282,28,-0.496848,-0.472747
205,4.933282,4.957826,29,-0.472747,-0.448646
205,4.933282,4.957826,28,-0.496848,-0.472747
204,4.908739,4.933282,31,-0.423994,-0.399682
204,4.908739,4.933282,30,-0.448306,-0.423994
205,4.933282,4.957826,31,-0.423994,-0.399682
205,4.933282,4.957826,30,-0.448306,-0.423994
206,4.957826,4.982369,25,-0.569000,-0.545310
206,4.957826,4.982369,24,-0.592690,-0.569000
207,4.982369,5.006913,25,-0.569000,-0.545310
207,4.982369,5.006913,24,-0.592690,-0.569000
206,4.957826,4.982369,27,-0.521080,-0.497186
206,4.957826,4.982369,26,-0.544974,-0.521080
207,4.982369,5.006913,27,-0.521080,-0.497186
207,4.982369,5.006913,26,-0.544974,-0.521080
206,4.957826,4.982369,29,-0.472747,-0.448646
206,4.957826,4.982369,28,-0.496848,-0.472747
207,4.982369,5.006913,29,-0.472747,-0.448646
207,4.982369,5.006913,28,-0.496848,-0.472747
206,4.957826,4.982369,31,-0.423994,-0.399682
206,4.957826,4.982369,30,-0.448306,-0.423994
207,4.982369,5.006913,31,-0.423994,-0.399682
207,4.982369,5.006913,30,-0.448306,-0.423994
200,4.810564,4.835107,17,-0.756634,-0.733744
200,4.810564,4.835107,16,-0.779524,-0.756634
201,4.835107,4.859651,17,-0.756634,-0.733744
201,4.835107,4.859651,16,-0.779524,-0.756634
200,4.810564,4.835107,19,-0.710327,-0.687239
200,4.810564,4.835107,18,-0.733416,-0.710327
201,4.835107,4.859651,19,-0.710327,-0.687239
201,4.835107,4.859651,18,-0.733416,-0.710327
200,4.810564,4.835107,21,-0.663620,-0.640332
200,4.810564,4.835107,20,-0.686909,-0.663620
201,4.835107,4.859651,21,-0.663620,-0.640332
201,4.835107,4.859651,20,-0.686909,-0.663620
200,4.810564,4.835107,23,-0.616512,-0.593024
200,4.810564,4.835107,22,-0.640000,-0.616512
201,4.835107,4.859651,23,-0.616512,-0.593024
201,4.835107,4.859651,22,-0.640000,-0.616512
202,4.859651,4.884195,17,-0.756634,-0.733744
202,4.859651,4.884195,16,-0.779524,-0.756634
203,4.884195,4.908739,17,-0.756634,-0.733744
203,4.884195,4.908739,16,-0.779524,-0.756634
202,4.859651,4.884195,19,-0.710327,-0.687239
202,4.859651,4.884195,18,-0.733416,-0.710327
203,4.884195,4.908739,19,-0.710327,-0.687239
203,4.884195,4.908739,18,-0.733416,-0.710327
202,4.859651,4.884195,21,-0.663620,-0.640332
202,4.859651,4.884195,20,-0.686909,-0.663620
203,4.884195,4.908739,21,-0.663620,-0.640332
203,4.884195,4.908739,20,-0.686909,-0.663620
202,4.859651,4.884195,23,-0.616512,-0.593024
202,4.859651,4.884195,22,-0.640000,-0.616512
203,4.884195,4.908739,23,-0.616512,-0.593024
203,4.884195,4.908739,22,-0.640000,-0.616512
204,4.908739,4.933282,17,-0.756634,-0.733744
204,4.908739,4.933282,16,-0.779524,-0.756634
205,4.933282,4.957826,17,-0.756634,-0.733744
205,4.933282,4.957826,16,-0.779524,-0.756634
204,4.908739,4.933282,19,-0.710327,-0.687239
204,4.908739,4.933282,18,-0.733416,-0.710327
205,4.933282,4.957826,19,-0.710327,-0.687239
205,4.933282,4.957826,18,-0.733416,-0.710327
204,4.908739,4.933282,21,-0.663620,-0.640332
204,4.908739,4.933282,20,-0.686909,-0.663620
205,4.933282,4.957826,21,-0.663620,-0.640332
205,4.933282,4.957826,20,-0.686909,-0.663620
204,4.908739,4.933282,23,-0.616512,-0.593024
204,4.908739,4.933282,22,-0.640000,-0.616512
205,4.933282,4.957826,23,-0.616512,-0.593024
205,4.933282,4.957826,22,-0.640000,-0.616512
206,4.957826,4.982369,17,-0.756634,-0.733744
206,4.957826,4.982369,16,-0.779524,-0.756634
207,4.982369,5.006913,17,-0.756634,-0.733744
207,4.982369,5.006913,16,-0.779524,-0.756634
206,4.957826,4.982369,19,-0.710327,-0.687239
206,4.957826,4.982369,18,-0.733416,-0.710327
207,4.982369,5.006913,19,-0.710327,-0.687239
207,4.982369,5.006913,18,-0.733416,-0.710327
206,4.957826,4.982369,21,-0.663620,-0.640332
206,4.957826,4.982369,20,-0.686909,-0.663620
207,4.982369,5.006913,21,-0.663620,-0.640332
207,4.982369,5.006913,20,-0.686909,-0.663620
206,4.957826,4.982369,23,-0.616512,-0.593024
206,4.957826,4.982369,22,-0.640000,-0.616512
207,4.982369,5.006913,23,-0.616512,-0.593024
207,4.982369,5.006913,22,-0.640000,-0.616512
200,4.810564,4.835107,9,-0.937848,-0.915759
200,4.810564,4.835107,8,-0.959937,-0.937848
201,4.835107,4.859651,9,-0.937848,-0.915759
201,4.835107,4.859651,8,-0.959937,-0.937848
200,4.810564,4.835107,11,-0.893150,-0.870859
200,4.810564,4.835107,10,-0.915440,-0.893150
201,4.835107,4.859651,11,-0.893150,-0.870859
201,4.835107,4.859651,10,-0.915440,-0.893150
200,4.810564,4.835107,13,-0.848046,-0.825555
200,4.810564,4.835107,12,-0.870537,-0.848046
201,4.835107,4.859651,13,-0.848046,-0.825555
201,4.835107,4.859651,12,-0.870537,-0.848046
200,4.810564,4.835107,15,-0.802541,-0.779850
200,4.810564,4.835107,14,-0.825231,-0.802541
201,4.835107,4.859651,15,-0.802541,-0.779850
201,4.835107,4.859651,14,-0.825231,-0.802541
202,4.859651,4.884195,9,-0.937848,-0.915759
202,4.859651,4.884195,8,-0.959937,-0.937848
203,4.884195,4.908739,9,-0.937848,-0.915759
203,4.884195,4.908739,8,-0.959937,-0.937848
202,4.859651,4.884195,11,-0.893150,-0.870859
202,4.859651,4.884195,10,-0.915440,-0.893150
203,4.884195,4.908739,11,-0.893150,-0.870859
203,4.884195,4.908739,10,-0.915440,-0.893150
202,4.859651,4.884195,13,-0.848046,-0.825555
202,4.859651,4.884195,12,-0.870537,-0.848046
203,4.884195,4.908739,13,-0.848046,-0.825555
203,4.884195,4.908739,12,-0.870537,-0.848046
202,4.859651,4.884195,15,-0.802541,-0.779850
202,4.859651,4.884195,14,-0.825231,-0.802541
203,4.884195,4.908739,15,-0.802541,-0.779850
203,4.884195,4.908739,14,-0.825231,-0.802541
204,4.908739,4.933282,9,-0.937848,-0.915759
204,4.908739,4.933282,8,-0.959937,-0.937848
205,4.933282,4.957826,9,-0.937848,-0.915759
205,4.933282,4.957826,8,-0.959937,-0.937848
204,4.908739,4.933282,11,-0.893150,-0.870859
204,4.908739,4.933282,10,-0.915440,-0.893150
205,4.933282,4.957826,11,-0.893150,-0.870859
205,4.933282,4.957826,10,-0.915440,-0.893150
204,4.908739,4.933282,13,-0.848046,-0.825555
204,4.908739,4.933282,12,-0.870537,-0.848046
205,4.933282,4.957826,13,-0.848046,-0.825555
205,4.933282,4.957826,12,-0.870537,-0.848046
204,4.908739,4.933282,15,-0.802541,-0.779850
204,4.908739,4.933282,14,-0.825231,-0.802541
205,4.933282,4.957826,15,-0.802541,-0.779850
205,4.933282,4.957826,14,-0.825231,-0.802541
206,4.957826,4.982369,9,-0.937848,-0.915759
206,4.957826,4.982369,8,-0.959937,-0.937848
207,4.982369,5.006913,9,-0.937848,-0.915759
207,4.982369,5.006913,8,-0.959937,-0.937848
206,4.957826,4.982369,11,-0.893150,-0.870859
206,4.957826,4.982369,10,-0.915440,-0.893150
207,4.982369,5.006913,11,-0.893150,-0.870859
207,4.982369,5.006913,10,-0.915440,-0.893150
206,4.957826,4.982369,13,-0.848046,-0.825555
206,4.957826,4.982369,12,-0.870537,-0.848046
207,4.982369,5.006913,13,-0.848046,-0.825555
207,4.982369,5.006913,12,-0.870537,-0.848046
206,4.957826,4.982369,15,-0.802541,-0.779850
206,4.957826,4.982369,14,-0.825231,-0.802541
207,4.982369,5.006913,15,-0.802541,-0.779850
207,4.982369,5.006913,14,-0.825231,-0.802541
200,4.810564,4.835107,1,-1.112542,-1.091275
200,4.810564,4.835107,0,-1.133810,-1.112542
201,4.835107,4.859651,1,-1.112542,-1.091275
201,4.835107,4.859651,0,-1.133810,-1.112542
200,4.810564,4.835107,3,-1.069490,-1.048015
200,4.810564,4.835107,2,-1.090965,-1.069490
201,4.835107,4.859651,3,-1.069490,-1.048015
201,4.835107,4.859651,2,-1.090965,-1.069490
200,4.810564,4.835107,5,-1.026021,-1.004340
200,4.810564,4.835107,4,-1.047703,-1.026021
201,4.835107,4.859651,5,-1.026021,-1.004340
201,4.835107,4.859651,4,-1.047703,-1.026021
200,4.810564,4.835107,7,-0.982140,-0.960254
200,4.810564,4.835107,6,-1.004026,-0.982140
201,4.835107,4.859651,7,-0.982140,-0.960254
201,4.835107,4.859651,6,-1.004026,-0.982140
202,4.859651,4.884195,1,-1.112542,-1.091275
202,4.859651,4.884195,0,-1.133810,-1.112542
203,4.884195,4.908739,1,-1.112542,-1.091275
203,4.884195,4.908739,0,-1.133810,-1.112542
202,4.859651,4.884195,3,-1.069490,-1.048015
202,4.859651,4.884195,2,-1.090965,-1.069490
203,4.884195,4.908739,3,-1.069490,-1.048015
203,4.884195,4.908739,2,-1.090965,-1.069490
202,4.859651,4.884195,5,-1.026021,-1.004340
202,4.859651,4.884195,4,-1.047703,-1.026021
203,4.884195,4.908739,5,-1.026021,-1.004340
203,4.884195,4.908739,4,-1.047703,-1.026021
202,4.859651,4.884195,7,-0.982140,-0.960254
202,4.859651,4.884195,6,-1.004026,-0.982140
203,4.884195,4.908739,7,-0.982140,-0.960254
203,4.884195,4.908739,6,-1.004026,-0.982140
204,4.908739,4.933282,1,-1.112542,-1.091275
204,4.908739,4.933282,0,-1.133810,-1.112542
205,4.933282,4.957826,1,-1.112542,-1.091275
205,4.933282,4.957826,0,-1.133810,-1.112542
204,4.908739,4.933282,3,-1.069490,-1.048015
204,4.908739,4.933282,2,-1.090965,-1.069490
205,4.933282,4.957826,3,-1.069490,-1.048015
205,4.933282,4.957826,2,-1.090965,-1.069490
204,4.908739,4.933282,5,-1.026021,-1.004340
204,4.908739,4.933282,4,-1.047703,-1.026021
205,4.933282,4.957826,5,-1.026021,-1.004340
205,4.933282,4.957826,4,-1.047703,-1.026021
204,4.908739,4.933282,7,-0.982140,-0.960254
204,4.908739,4.933282,6,-1.004026,-0.982140
205,4.933282,4.957826,7,-0.982140,-0.960254
205,4.933282,4.957826,6,-1.004026,-0.982140
206,4.957826,4.982369,1,-1.112542,-1.091275
206,4.957826,4.982369,0,-1.133810,-1.112542
207,4.982369,5.006913,1,-1.112542,-1.091275
207,4.982369,5.006913,0,-1.133810,-1.112542
206,4.957826,4.982369,3,-1.069490,-1.048015
206,4.957826,4.982369,2,-1.090965,-1.069490
207,4.982369,5.006913,3,-1.069490,-1.048015
207,4.982369,5.006913,2,-1.090965,-1.069490
206,4.957826,4.982369,5,-1.026021,-1.004340
206,4.957826,4.982369,4,-1.047703,-1.026021
207,4.982369,5.006913,5,-1.026021,-1.004340
207,4.982369,5.006913,4,-1.047703,-1.026021
206,4.957826,4.982369,7,-0.982140,-0.960254
206,4.957826,4.982369,6,-1.004026,-0.982140
207,4.982369,5.006913,7,-0.982140,-0.960254
207,4.982369,5.006913,6,-1.004026,-0.982140
207,4.982369,5.006913,54,0.148054,0.173523
207,4.982369,5.006913,55,0.173523,0.198991
206,4.957826,4.982369,54,0.148054,0.173523
206,4.957826,4.982369,55,0.173523,0.198991
207,4.982369,5.006913,52,0.099833,0.123759
207,4.982369,5.006913,53,0.123759,0.147685
206,4.957826,4.982369,52,0.099833,0.123759
206,4.957826,4.982369,53,0.123759,0.147685
207,4.982369,5.006913,50,0.051375,0.075416
207,4.982369,5.006913,51,0.075416,0.099457
206,4.957826,4.982369,50,0.051375,0.075416
206,4.957826,4.982369,51,0.075416,0.099457
207,4.982369,5.006913,48,0.002796,0.026897
207,4.982369,5.006913,49,0.026897,0.050998
206,4.957826,4.982369,48,0.002796,0.026897
206,4.957826,4.982369,49,0.026897,0.050998
205,4.933282,4.957826,54,0.148054,0.173523
205,4.933282,4.957826,55,0.173523,0.198991
204,4.908739,4.933282,54,0.148054,0.173523
204,4.908739,4.933282,55,0.173523,0.198991
205,4.933282,4.957826,52,0.099833,0.123759
205,4.933282,4.957826,53,0.123759,0.147685
204,4.908739,4.933282,52,0.099833,0.123759
204,4.908739,4.933282,53,0.123759,0.147685
205,4.933282,4.957826,50,0.051375,0.075416
205,4.933282,4.957826,51,0.075416,0.099457
204,4.908739,4.933282,50,0.051375,0.075416
204,4.908739,4.933282,51,0.075416,0.099457
205,4.933282,4.957826,48,0.002796,0.026897
205,4.933282,4.957826,49,0.026897,0.050998
204,4.908739,4.933282,48,0.002796,0.026897
204,4.908739,4.933282,49,0.026897,0.050998
203,4.884195,4.908739,54,0.148054,0.173523
203,4.884195,4.908739,55,0.173523,0.198991
202,4.859651,4.884195,54,0.148054,0.173523
202,4.859651,4.884195,55,0.173523,0.198991
203,4.884195,4.908739,52,0.099833,0.123759
203,4.884195,4.908739,53,0.123759,0.147685
202,4.859651,4.884195,52,0.099833,0.123759
202,4.859651,4.884195,53,0.123759,0.147685
203,4.884195,4.908739,50,0.051375,0.075416
203,4.884195,4.908739,51,0.075416,0.099457
202,4.859651,4.884195,50,0.051375,0.075416
202,4.859651,4.884195,51,0.075416,0.099457
203,4.884195,4.908739,48,0.002796,0.026897
203,4.884195,4.908739,49,0.026897,0.050998
202,4.859651,4.884195,48,0.002796,0.026897
202,4.859651,4.884195,49,0.026897,0.050998
201,4.835107,4.859651,54,0.148054,0.173523
201,4.835107,4.859651,55,0.173523,0.198991
200,4.810564,4.835107,54,0.148054,0.173523
200,4.810564,4.835107,55,0.173523,0.198991
201,4.835107,4.859651,52,0.099833,0.123759
201,4.835107,4.859651,53,0.123759,0.147685
